a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
0.821935484,0.778064516,0.731612903,0.865806452,0.677419355,0.76,0.76,0.723870968,0.710967742,0.772903226,0.618064516,0.558709677,0.59483871,0.419354839,0.51483871,0.610322581,0.561290323,0.561290323,0.36516129,0.507096774,,0.481290323,0.736774194,0.483870968,0.450322581,0.819354839,0.51483871,0.752258065,0.530322581,0.672258065
0.816774194,0.780645161,0.726451613,0.865806452,0.682580645,0.76516129,0.76,0.741935484,0.705806452,0.767741935,0.615483871,0.576774194,0.574193548,0.396129032,0.532903226,0.59483871,0.550967742,0.571612903,0.465806452,0.543225806,,0.569032258,0.752258065,0.540645161,0.483870968,0.847741935,0.550967742,0.775483871,0.581935484,0.687741935
0.814193548,0.747096774,0.739354839,0.855483871,0.700645161,0.772903226,0.752258065,0.75483871,0.705806452,0.767741935,0.592258065,0.602580645,0.550967742,0.375483871,0.532903226,0.558709677,0.543225806,0.581935484,0.509677419,0.579354839,,0.638709677,,0.59483871,0.527741935,0.870967742,0.59483871,,0.623225806,0.710967742
0.814193548,0.744516129,0.762580645,0.852903226,0.723870968,0.783225806,0.747096774,,0.698064516,0.767741935,0.563870968,0.623225806,0.501935484,0.372903226,0.532903226,0.512258065,0.52,0.589677419,0.538064516,0.602580645,,0.67483871,,0.618064516,0.571612903,,0.633548387,,0.654193548,0.723870968
0.814193548,0.744516129,,0.852903226,,,0.747096774,,0.698064516,0.76516129,0.509677419,0.623225806,0.460645161,0.372903226,0.52516129,0.465806452,0.496774194,0.579354839,0.561290323,0.620645161,,0.705806452,,0.649032258,0.60516129,,0.664516129,,0.695483871,
0.829677419,0.757419355,,0.852903226,,,0.739354839,,0.698064516,0.76516129,0.450322581,0.623225806,0.419354839,0.35483871,0.509677419,0.427096774,0.473548387,0.571612903,0.566451613,0.628387097,,0.739354839,,0.687741935,0.625806452,,0.690322581,,0.741935484,
0.84516129,0.775483871,,0.827096774,,,0.739354839,,0.698064516,0.76516129,0.406451613,0.60516129,0.393548387,0.339354839,0.478709677,0.411612903,0.437419355,0.558709677,0.576774194,0.628387097,,0.76,,0.721290323,0.651612903,,0.721290323,,0.788387097,
0.858064516,0.809032258,,0.837419355,,,0.747096774,,0.698064516,0.767741935,0.375483871,0.569032258,0.36,0.331612903,0.44516129,0.388387097,0.352258065,0.527741935,0.576774194,0.628387097,,,,0.772903226,0.68516129,,0.747096774,,,
0.878709677,,,0.84516129,,,0.752258065,,0.708387097,0.775483871,0.349677419,0.52,0.334193548,,0.409032258,0.375483871,0.344516129,0.481290323,0.569032258,0.625806452,,,,0.809032258,0.721290323,,0.762580645,,,
,,,0.84516129,,,0.770322581,,0.718709677,0.788387097,0.341935484,0.452903226,0.326451613,,0.383225806,0.352258065,0.308387097,0.442580645,0.553548387,0.602580645,,,,0.837419355,0.736774194,,0.785806452,,,
,,,0.847741935,,,,,0.726451613,0.803870968,0.341935484,0.393548387,0.326451613,,0.357419355,,0.305806452,0.403870968,0.51483871,0.579354839,,,,,,,,,,
,,,0.868387097,,,,,0.736774194,,,0.380645161,0.336774194,,0.344516129,,0.305806452,0.383225806,0.473548387,0.553548387,,,,,,,,,,
,,,0.891612903,,,,,,,,0.36,0.347096774,,0.313548387,,,0.362580645,0.427096774,0.509677419,,,,,,,,,,
,,,,,,,,,,,0.35483871,,,0.313548387,,,0.347096774,0.378064516,0.452903226,,,,,,,,,,
,,,,,,,,,,,0.35483871,,,,,,0.344516129,0.339354839,0.406451613,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.341935484,0.318709677,0.385806452,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.310967742,0.370322581,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.362580645,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.352258065,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.352258065,,,,,,,,,,
